id,name,college_code,percentage
19810,Susette,WK,31.33
19811,Leeanne,HK,88.71
19812,Elka,ZR,73.88
19813,Gerrie,DG,7.38
19814,Madalyn,BP,43.07
19815,Angela,QK,67.9
19816,Annecorinne,WS,70.39
19817,Robbi,JV,36.85
19818,Danika,NQ,45.92
19819,Blinni,IL,16.44
19820,Tiffie,GA,3.75
19821,Kittie,JD,60.83
19822,Sadie,TS,1.14
19823,Etta,MT,71.93
19824,Sidoney,IH,83.6
19825,Nataline,FG,72.01
19826,Sue,RP,3.08
19827,Christian,QS,73.04
19828,Viki,UL,44.85
19829,Hayley,ZQ,95.22
19830,Norine,UK,17.61
19831,Nickie,CE,72.25
19832,Vinita,QO,52.33
19833,Gwyneth,YX,43.88
19834,Sadie,NA,41.58
19835,Suzette,QS,100.41
19836,Rivalee,TG,25.07
19837,Leia,YE,50.25
19838,Eugine,FH,82.39
19839,Lelah,YZ,20.79
19840,Annice,LD,70.84
19841,Leeanne,PP,51.53
19842,Josephine,TX,16.47
19843,Asia,LJ,25.92
19844,Elyssa,AI,75.3
19845,Wilma,QD,3.07
19846,Jeanna,QX,11.93
19847,Dulce,YC,90.89
19848,Cassandra,EZ,98.92
19849,Eadie,OR,86.47
19850,Carolina,BO,36.75
19851,Laurene,DT,92.78
19852,Madalyn,GZ,49.8
19853,Atlanta,YK,7.77
19854,Philis,DU,72.38
19855,Ericka,HM,62.43
19856,Wilma,IZ,58.7
19857,Lorenza,ZP,42.13
19858,Margalo,JY,59.39
19859,Max,WX,75.04
19860,Bobinette,BQ,33.96
19861,Thalia,ST,92.25
19862,Daphne,WO,66.02
19863,Allyce,OT,23.2
19864,Wanda,WJ,44.09
19865,Randa,OA,98.12
19866,Winny,JW,83.28
19867,Heddie,ZR,10.03
19868,Barbi,QK,42.47
19869,Addia,QI,82.89
19870,Susette,SZ,99.88
19871,Atlanta,VQ,83.79
19872,Ottilie,BF,32.17
19873,Jillayne,SI,58.76
19874,Meriel,BC,1.87
19875,Noelle,LF,3.45
19876,Daphne,TM,33.02
19877,Minda,XA,21.08
19878,Jere,YC,67.76
19879,Bibby,ZQ,63.57
19880,Mathilda,CU,68.94
19881,Ericka,AH,1.28
19882,Roslyn,VM,97.34
19883,Aeriela,UQ,67.18
19884,Beth,UG,74.32
19885,Aimil,GY,36.49
19886,Katleen,UD,97.29
19887,Julieta,FR,13.18
19888,Arlina,TF,39.24
19889,Rosanne,CO,85.67
19890,Rivalee,ZB,66.47
19891,Lorne,WH,14.71
19892,Therine,IT,2.7
19893,Clary,ZB,29.57
19894,Kimberley,NK,24.86
19895,Glenda,VQ,90.02
19896,Louella,JZ,71.71
19897,Perry,HQ,95.86
19898,Raina,ZT,68.54
19899,Nelle,LN,75.41
19900,Tami,EA,7.27
19901,Frank,XI,92.92
19902,Adriana,AU,58
19903,Vivia,RH,44.76
19904,Marcy,BC,53.18
19905,Ida,NZ,75.88
19906,Angelique,NE,15.6
19907,Donnie,KZ,80.04
19908,Consuela,JX,6
19909,Sam,KI,15.47
19910,Jacquetta,IL,8.63
19911,Louella,YT,64.58
19912,Nessie,RR,96.85
19913,Verla,ED,77.75
19914,Dominga,ZA,70.81
19915,Zondra,VT,41.55
19916,Yetty,GR,93.95
19917,Trudie,PA,31.53
19918,Consuela,EG,26.77
19919,Amelia,NM,2.27
19920,Fawne,SV,35.42
19921,Flo,EM,48.56
19922,Maye,NG,58.08
19923,Barbara,UM,77.41
19924,Agnese,BT,28.47
19925,Shel,SO,22.51
19926,Tatiania,WX,34.13
19927,Tani,VS,19.66
19928,Feliza,UX,68.9
19929,Zia,GZ,0.81
19930,Cindelyn,UH,6.63
19931,Carlie,GB,38.63
19932,Maryellen,AI,61.02
19933,Fernande,QA,36.1
19934,Marcy,XQ,30.55
19935,Claudina,PP,83.9
19936,Winny,PK,58.24
19937,Hollie,VG,17.53
19938,Carmela,JH,43.8
19939,Leia,ED,61.94
19940,Lusa,QR,13.47
19941,Jasmina,YE,23.56
19942,Lolita,ME,29.11
19943,Averyl,TE,37.62
19944,Corene,EQ,68.81
19945,Sindee,SQ,44.19
19946,Bobinette,DF,73.94
19947,Heida,NV,43.95
19948,Collen,SI,52.27
19949,Lacie,DQ,90.95
19950,Ariela,GA,24.15
19951,Lizzie,FU,67.58
19952,Florie,WQ,33.36
19953,Tomasina,RV,97.15
19954,Cindelyn,DA,25.99
19955,Lynde,JU,10.53
19956,Ronna,BW,94.81
19957,Corene,NB,21.74
19958,Daryl,VJ,53.31
19959,Andeee,XU,84.77
19960,Nariko,RH,73.82
19961,Kristina,RQ,55.69
19962,Miquela,ZR,66.38
19963,Jaime,XA,20.03
19964,Myriam,OB,64.87
19965,Sheree,DX,14.28
19966,Danny,KX,95.77
19967,Rori,RT,8.66
19968,Gusty,OA,59.22
19969,Madalyn,KE,32.21
19970,Peri,YO,26.59
19971,Deloria,MX,24.39
19972,June,CV,7.6
19973,Corene,OW,0.38
19974,Carol-Jean,CY,0.46
19975,Rosanne,BN,21.21
19976,Chandra,EU,85.53
19977,Calla,HG,88.46
19978,Frieda,SL,23.48
19979,Nollie,JS,54.2
19980,Gabi,OJ,21.1
19981,Kayla,OJ,47.23
19982,Mady,NG,83.7
19983,Gratia,DZ,44.07
19984,Verla,IO,69.05
19985,Juliane,ES,29.74
19986,Cristabel,JH,67.52
19987,Beth,FG,75.5
19988,Vita,NI,98.44
19989,Fayre,EC,51.09
19990,Charissa,YV,29.31
19991,Rhea,OS,13.93
19992,Collen,SZ,100.33
19993,Susette,UO,36.8
19994,Minne,ZO,72.26
19995,Babita,NU,95.15
19996,Cecile,QH,86.09
19997,Roslyn,BB,70.16
19998,Joleen,CG,87.62
19999,Kamilah,UY,74.41
20000,Ezmeralda,OS,59.31
20001,Dulcinea,SG,88.42
20002,Alexine,GZ,75.32
20003,Gwenneth,JV,61.41
20004,Jerry,PW,11.5
20005,Dianemarie,OO,18.73
20006,Aryn,WC,83.04
20007,Evita,JD,67.58
20008,Annecorinne,LK,3.48
20009,Vivia,GI,22.23
20010,Kathi,JH,57.01
20011,Dale,ZS,97.3
20012,Celene,AN,29.28
20013,Dode,WU,52.43
20014,Annabela,TG,67.32
20015,Marcelline,YO,26.72
20016,Anica,LI,34.49
20017,Vere,LS,56.49
20018,Dulcinea,BH,46.84
20019,Magdalena,XD,88.19
20020,Kirstin,HI,56.85
20021,Gabriellia,AM,53.9
20022,Emylee,UR,72.18
20023,Clarice,YO,28.96
20024,Iseabal,US,66.14
20025,Dorthy,IC,44.83
20026,Di,UE,30.42
20027,Maurene,SG,10.06
20028,Abbie,TO,73.94
20029,Inga,ID,41.91
20030,Millie,DY,92.56
20031,Imojean,YY,33.6
20032,Nickie,JP,59.6
20033,Adelle,AH,65.63
20034,Madeleine,RT,8.02
20035,Marti,ID,83.47
20036,Rayna,EJ,34.14
20037,Cristine,QJ,57.26
20038,Nannie,KO,52.46
20039,Adele,DZ,3.93
20040,Aubrie,JM,38.9
20041,Brandise,LF,65.11
20042,Marylou,EV,86.96
20043,Ariela,UW,25.43
20044,Odessa,WQ,98.7
20045,Arlena,TZ,74.23
20046,Mellicent,QU,85.9
20047,Daphne,GN,55.4
20048,Rhea,MV,7.36
20049,Coral,ON,88.42
20050,Philis,BI,12.25
20051,Rani,BU,50.08
20052,Kirstin,XP,82.6
20053,Olivette,FW,52.65
20054,Mallory,KO,82.1
20055,Ebonee,WO,70.08
20056,Candy,WE,66.8
20057,Ottilie,AF,94.26
20058,Sibella,VE,53.05
20059,Daryl,HJ,57.72
20060,Chastity,XX,47.53
20061,Lesly,QO,47.83
20062,Benita,XD,83.42
20063,Emelina,AD,86.71
20064,Raquela,FP,65.71
20065,Frieda,TE,34.49
20066,Kristan,IW,62.59
20067,Chickie,YM,45.15
20068,Mariele,IK,69.04
20069,Katuscha,QQ,26.72
20070,Philis,PI,48.41
20071,Edee,ZT,55.32
20072,Gilligan,KA,63.66
20073,Maisey,SB,90.94
20074,Wileen,IR,49.01
20075,Kathy,AT,83.18
20076,Aubrie,PP,54.39
20077,Melina,FE,6.87
20078,Alex,KU,73.74
20079,Ida,OB,58.3
20080,Zia,UC,52.5
20081,Marika,SO,8.53
20082,Vevay,WP,46.78
20083,Benita,VM,0.75
20084,Priscilla,FU,69.18
20085,Celene,WS,4.41
20086,Cherrita,UO,75.43
20087,Elka,LF,88.76
20088,Tarra,GF,39.32
20089,Ivett,WN,83.95
20090,Rhoda,RH,79.58
20091,Ida,JQ,54.82
20092,Melisent,QY,16.56
20093,Sandie,PC,45.43
20094,Rhea,NU,52.92
20095,Lorenza,YI,60.75
20096,Laure,FU,20.69
20097,Rhoda,UD,47.04
20098,Brynna,JW,98.22
20099,Lolita,JR,22.8
20100,Jemie,RE,0.21
20101,Therine,TL,28.7
20102,Emma,OK,74.04
20103,Tybie,DT,93.04
20104,Vanessa,LS,94.56
20105,Madalyn,PQ,16.57
20106,Vanessa,CZ,47.96
20107,Renae,WR,43.59
20108,Bobbi,AS,13.34
20109,Aurore,FH,53.91
20110,Evita,BC,17.01
20111,Maridel,CG,45.72
20112,Merle,MZ,22.56
20113,Melisent,MY,80.4
20114,Theodora,HF,14.52
20115,Dacia,WM,79.09
20116,Elvira,QY,28.22
20117,Nariko,VV,48.86
20118,Kore,VO,77.09
20119,Meg,SA,22.72
20120,Desirae,OQ,74.04
20121,Sallie,HL,49.41
20122,Valeda,HI,98.38
20123,Brandise,FF,83.7
20124,Ira,NN,82.43
20125,Alleen,ML,39.34
20126,Regina,XX,75.2
20127,Josephine,GF,19.32
20128,Catharine,BP,36.79
20129,Esmeralda,DH,32.68
20130,Inga,TA,83.6
20131,Liana,TV,18.18
20132,Ginnie,BV,87.1
20133,Nariko,JV,93.49
20134,Alexine,JX,77.58
20135,Ebonee,TN,63.18
20136,Edith,EG,24.29
20137,Anthia,XH,67.08
20138,Concettina,EF,86.12
20139,Ninnetta,YS,17.82
20140,Gusella,RO,5.25
20141,Marsiella,IW,20.31
20142,Ileana,TH,70.88
20143,Angelique,TE,29.08
20144,Shandie,OH,42.71
20145,Vere,AZ,42.6
20146,Marcelline,AQ,97.03
20147,Lisette,DW,98.35
20148,Dode,IC,85.22
20149,Karlee,WQ,51.05
20150,Constance,XJ,82.94
20151,Karlee,JD,29.93
20152,Leanna,IH,88.19
20153,Esmeralda,XP,90.83
20154,Donetta,DN,99.54
20155,Fred,MY,80.62
20156,Alleen,KN,75.05
20157,Winny,SM,42.85
20158,Kellen,FR,100.32
20159,Andeee,NH,0.37
20160,Pearline,FM,25.98
20161,Rosabelle,JM,39.51
20162,Cathyleen,HL,36.47
20163,Vevay,HQ,93.27
20164,Carly,IQ,12.98
20165,Millie,BI,7.58
20166,Ernesta,NT,59.18
20167,Tori,LN,76.88
20168,Mady,LB,34.41
20169,Lindie,OP,32.25
20170,Mady,RL,73.16
20171,Etta,RS,14.73
20172,Mireielle,IL,51.85
20173,Leontine,DV,54.59
20174,Lyssa,WR,19.21
20175,Fina,TD,7.11
20176,Maridel,TN,3.13
20177,Frank,DL,2.82
20178,Sissy,OZ,21.35
20179,Kimmy,XK,10.81
20180,Alyda,UZ,66.89
20181,Sindee,HQ,93.68
20182,Melisent,WL,86.86
20183,Di,DE,25.78
20184,Annabela,CT,39.04
20185,Sibella,LF,22.96
20186,Ellette,AB,94.48
20187,Millie,IF,97.8
20188,Aimil,GM,38.97
20189,Audrie,QR,42.54
20190,Fernande,KB,51.85
20191,Kayla,DI,23.73
20192,Lulita,NP,93.62
20193,Sheelagh,KO,1.3
20194,Marcelline,FI,76.63
20195,Viki,VA,28.54
20196,Glynnis,AO,93.58
20197,Bobbi,ZM,63.49
20198,Lucille,NY,45.41
20199,Veda,AR,88.72
20200,Regina,GR,61.35
20201,Dacia,NF,92.9
20202,Karolina,UC,33.47
20203,Julieta,VI,51.16
20204,Siana,CE,4.14
20205,Ingrid,EZ,31.12
20206,Madelle,AA,49.99
20207,Vonny,DN,69.65
20208,Mady,UD,33.67
20209,Ardenia,MW,64.44
20210,Evaleen,GO,50.99
20211,Renie,OO,85.27
20212,Nickie,FH,94.79
20213,Bill,MT,23.53
20214,Libbie,NG,97.4
20215,Kelly,MN,2.86
20216,Lory,NU,23.57
20217,Amalie,VN,31.48
20218,Chrystel,ZK,89.24
20219,Quintina,JC,88.7
20220,Lorie,XV,59.57
20221,Tera,WV,95.19
20222,Priscilla,MJ,56.46
20223,Nariko,IE,59.21
20224,Tracey,GM,67.21
20225,Karly,JF,16.92
20226,Annora,SJ,18.13
20227,Belinda,SU,98.41
20228,Ermengarde,DS,16.16
20229,Lita,GA,96.67
20230,Hermione,SG,76.46
20231,Barbara,MP,22.25
20232,Linzy,ZC,16.5
20233,Meghann,XN,11.68
20234,Layla,TA,89.29
20235,Celisse,DX,83
20236,Dyann,MS,96.46
20237,Mahalia,IM,21.58
20238,Allyce,DC,66.62
20239,Basia,UT,83.1
20240,Candy,YY,68.98
20241,Clary,AD,10.23
20242,Beverley,WM,56.5
20243,Gerrie,IY,68.29
20244,Olivette,ZS,26.69
20245,Diena,MO,52.95
20246,Rayna,GC,68.76
20247,Anestassia,QU,47.35
20248,Briney,SM,80.78
20249,Tamqrah,GM,22.26
20250,Dale,ED,12.03
20251,Christy,RY,63.02
20252,Luci,AT,56.66
20253,Jeanna,FJ,68.31
20254,Paule,UM,60.87
20255,Reeba,AS,60.65
20256,Concettina,QA,14.42
20257,Nadine,NP,71.45
20258,Abbie,SI,43.39
20259,Ursulina,WH,57.95
20260,Elbertina,RV,4.37
20261,Rubie,JC,57.24
20262,Carolina,RX,46.99
20263,Sallie,RM,74.54
20264,Edee,SA,27.62
20265,Ezmeralda,DC,75.05
20266,Renae,ER,93.28
20267,Mahalia,UD,50.08
20268,Ninnetta,CI,45.25
20269,Kristina,PK,4.33
20270,Sonni,AE,13.35
20271,Beth,FY,18.2
20272,Dotty,WA,15.78
20273,Aimil,JJ,37.69
20274,Brandise,PL,66.5
20275,Shannah,WI,27.6
20276,Asia,NE,39.42
20277,Diena,HP,87.25
20278,Alyda,FH,99.62
20279,Raquela,CE,74.1
20280,Emilia,SG,100.89
20281,Kathi,SF,17.64
20282,Basia,IR,58.64
20283,Caressa,NX,66.51
20284,Meriel,IN,73.54
20285,Deedee,LU,7.99
20286,Millie,OC,27.17
20287,Tori,HV,69.08
20288,Vita,MG,28.44
20289,Berget,VB,72.69
20290,Deedee,RY,2.47
20291,Rori,YA,64.5
20292,Gwyneth,FI,75.33
20293,Maurene,LM,40.15
20294,Layla,SE,96.88
20295,Britte,OM,1.41
20296,Nananne,QT,59.49
20297,Gilda,CJ,38.44
20298,Merci,US,27.6
20299,Lolita,VP,93.77
20300,Beatriz,HI,76.8
20301,Heddie,KH,87.29
20302,Donnie,HX,70.7
20303,Arlina,TX,46.87
20304,Harrietta,KK,93.9
20305,Peri,WX,71.29
20306,Nariko,BK,0.19
20307,Sibella,FH,14.89
20308,Nicoli,HE,71.93
20309,Marline,VE,73.99
20310,Marline,QZ,98.81
20311,Elora,JT,82.71
20312,Tonia,NX,82.71
20313,Evita,PJ,3.66
20314,Alia,PK,41.99
20315,Katharina,VA,93.14
20316,Georgina,FK,81.01
20317,Elbertina,JH,20.42
20318,Rosabelle,IH,27.65
20319,Julieta,YH,80.65
20320,Celestyna,HR,23.22
20321,Emelina,NK,40.75
20322,Nerta,CK,70.52
20323,Gisela,DB,34.99
20324,Gui,TG,23.75
20325,Collen,XD,90.34
20326,Roz,PM,57.27
20327,Bettine,WG,32.27
20328,Julieta,GB,48.75
20329,Cecile,VF,24.85
20330,Ariela,FZ,80.49
20331,June,RN,46.41
20332,Gratia,KP,7.03
20333,Melisent,HI,9.77
20334,Katuscha,MI,50.26
20335,Zaria,NF,99.66
20336,Drucie,BO,17.03
20337,Fanchon,TM,34.4
20338,Hannis,JI,90.4
20339,Meghann,FL,86.03
20340,Eugine,NZ,54.38
20341,Dorice,KG,10.91
20342,Elfreda,GB,50.83
20343,Konstance,GN,96.25
20344,Consuela,CV,95.42
20345,Nataline,BV,24.46
20346,Mady,OD,62.53
20347,June,IE,36.13
20348,Carilyn,KH,46.23
20349,Agnese,MI,89.89
20350,Melanie,CG,29.76
20351,Imojean,NA,53.14
20352,Steffane,OY,78.95
20353,Madeleine,NB,27.98
20354,Dorothy,SX,36.06
20355,Andeee,CX,77.85
20356,Deirdre,DV,50.46
20357,Sharai,GM,7.99
20358,Desirae,ZF,37.26
20359,Nadine,AB,15.4
20360,Tabbatha,CZ,9.49
20361,Clementine,JN,49.71
20362,Siana,GF,64.74
20363,Lauryn,TB,5.92
20364,Keelia,MG,35.72
20365,Fina,AF,82.7
20366,Heddie,WU,100.42
20367,Lila,DB,98.93
20368,Nikki,YV,7.81
20369,Concettina,DK,90.86
20370,Monika,RP,30.54
20371,Florencia,DC,46.66
20372,Moyna,EI,20.49
20373,Agnese,IJ,100.09
20374,Marylou,WB,93.67
20375,Janey,QU,70.88
20376,Mallory,LY,68.16
20377,Merci,WT,14.44
20378,Raina,GG,17.72
20379,Phylis,RP,80.17
20380,Jaclyn,HB,64.18
20381,Melodie,EG,48.66
20382,Sandie,DV,50.05
20383,Shauna,UI,15.4
20384,Maisey,JR,18.28
20385,Justinn,AI,33.31
20386,Frank,EH,57.21
20387,Dede,VB,49.55
20388,Liana,GS,89.16
20389,Dorthy,XL,10.92
20390,Shirlee,KB,66.83
20391,Stephanie,WO,41.88
20392,Hyacinthe,NA,28.01
20393,Anica,CL,76.7
20394,Albertina,IQ,56.4
20395,Lorie,DE,76.63
20396,Lorne,LU,82.89
20397,Ursulina,MB,66.54
20398,Ronna,LI,84.41
20399,Wileen,FV,52.01
20400,Aeriela,JA,72.79
20401,Shandie,IN,69.61
20402,Gui,NL,84.47
20403,Ermengarde,NK,16.58
20404,Frank,SE,54.2
20405,Glenda,OT,35.4
20406,Sam,MU,91.9
20407,Kristan,VC,64.23
20408,Eve,FX,18.09
20409,Kial,XC,17.13
20410,Kirstin,JC,33.81
20411,Kimberley,YY,72.27
20412,Konstance,RQ,14.83
20413,Lorenza,JP,44.73
20414,Melina,CP,97.74
20415,Belva,HU,59
20416,Vere,SW,91.05
20417,Marylou,SZ,83.44
20418,Ofilia,ZO,1.02
20419,Dale,RZ,66.54
20420,Dede,WE,14.17
20421,Anica,SV,13.92
20422,Emmey,IG,23.56
20423,Margette,AR,32.61
20424,Wilma,PX,98.85
20425,Yetty,OT,30.7
20426,Pearline,SV,56.84
20427,Ronna,YC,1.76
20428,Silvana,HL,82.58
20429,Diena,YI,35.24
20430,Adriana,EP,49.51
20431,Roz,QB,74.54
20432,Tarra,IB,49.37
20433,Carolina,LW,73.7
20434,Melodie,PZ,56.23
20435,Dennie,KJ,27.28
20436,Jackie,UM,23.54
20437,Dode,EV,56.38
20438,Gisela,KA,77.66
20439,Gerrie,FB,52.24
20440,Kimmy,CV,76.42
20441,Laure,EQ,36.75
20442,Basia,EA,44.67
20443,Margette,LJ,5.55
20444,Imojean,NF,29.48
20445,Brandise,EO,56.35
20446,Danny,IG,27.58
20447,Codie,GG,51.07
20448,Deane,ZT,18.15
20449,Tamqrah,ZZ,55.09
20450,Magdalena,CT,82.61
20451,Pollyanna,PZ,52.75
20452,Chrystel,IK,71.42
20453,Larine,KJ,30.85
20454,Althea,RD,68.1
20455,Wanda,JO,50.78
20456,Quintina,VK,33.93
20457,Malina,TS,7.06
20458,Fredericka,EI,29.62
20459,Hayley,FJ,88.11
20460,Angela,QY,58.87
20461,Ericka,HX,66.01
20462,Tori,PX,6.99
20463,Iseabal,GL,19.22
20464,Emelina,RV,81.82
20465,Brianna,VS,73.55
20466,Beatriz,NO,51.56
20467,Estell,ST,44.94
20468,Vevay,NS,63.79
20469,Teriann,SA,21.71
20470,Lucille,MM,60.11
20471,Iseabal,UY,2
20472,Noelle,RE,32.48
20473,Katleen,XX,46.97
20474,Melisent,RF,72.23
20475,Ann-Marie,LV,13.72
20476,Tina,HO,23.66
20477,Karly,VA,71.94
20478,Mara,JO,18.36
20479,Gaylene,LB,12.49
20480,Carmela,SW,64.14
20481,Karina,LI,70.37
20482,Laure,SF,62.37
20483,Agathe,OP,84.62
20484,Maridel,RH,19.16
20485,Maud,VU,96.11
20486,Carree,IP,46.89
20487,Gabriellia,EI,26.75
20488,Desirae,ZQ,14.19
20489,Bill,IA,6.83
20490,Gilda,VF,12.65
20491,Deirdre,OR,18.66
20492,Shaylyn,TF,54.42
20493,Bibby,LE,27.46
20494,Eadie,PU,21.94
20495,Rochette,UL,42.01
20496,Merle,VN,56.1
20497,Carmela,MO,22.68
20498,Valli,FU,50.97
20499,Ulrike,JQ,85.69
20500,Bernie,NX,40.13
20501,Lucy,VT,20.18
20502,Loree,VX,8.76
20503,Tamqrah,JB,30.7
20504,Cyb,QO,9.57
20505,Romona,IM,89.56
20506,Angelique,QA,50.37
20507,Atlanta,WB,94.82
20508,Adele,SP,27.02
20509,Starla,SR,63.14
20510,Raina,II,54.48
20511,Coral,KM,8.08
20512,Suzette,NQ,38.41
20513,Isa,EG,11.31
20514,Orsola,OX,91.02
20515,Josephine,UW,50.36
20516,Max,LA,100.35
20517,Augustine,LQ,6.02
20518,Cindelyn,XY,61.93
20519,Taffy,VS,64.96
20520,Blake,GZ,5.18
20521,Mady,BL,45.66
20522,Cordi,OX,63.55
20523,Dorothy,ZT,18.15
20524,Sue,BJ,89.96
20525,Shell,ZJ,3.64
20526,Zsa Zsa,ML,73.87
20527,Gisela,FS,73.21
20528,Annabela,DI,23.54
20529,Courtnay,KV,94.86
20530,Desirae,QX,23.62
20531,Sharlene,ZR,63.18
20532,Sadie,DK,77.32
20533,Karly,MG,93.72
20534,Alameda,IR,39.66
20535,Aurore,YA,57.97
20536,Britni,LL,23.66
20537,Tatiania,RD,56.37
20538,Sandie,UU,37.55
20539,Bertine,PR,4.19
20540,Dagmar,RA,11.46
20541,Julieta,PA,45.66
20542,Annice,XI,95.75
20543,Zia,YR,58.73
20544,Louella,AN,0.46
20545,Karina,KK,48.94
20546,Hollie,ML,89.94
20547,Zondra,ZT,26.17
20548,Marika,WB,59.35
20549,Nyssa,GA,83.54
20550,Allis,XN,35.79
20551,Deane,CN,61.08
20552,Clo,NI,26.31
20553,Maud,VY,21.6
20554,Hermione,QQ,75.26
20555,Shannah,FP,87.87
20556,Lorne,EN,78.24
20557,Raf,RK,72.65
20558,Iseabal,JQ,15.35
20559,Katharina,CG,83.05
20560,Modestia,VG,64.7
20561,Iseabal,NZ,64.54
20562,Corina,WS,66.11
20563,Jere,JR,69.71
20564,Fayre,LW,64.68
20565,Emilia,WG,44.75
20566,Hollie,ZP,30.56
20567,Ardeen,LC,91.12
20568,Carolina,YH,66.17
20569,Jere,PN,83.83
20570,Helsa,HA,79.74
20571,Tera,JZ,18.76
20572,Fernande,MI,73.05
20573,Damaris,HY,88.01
20574,Leanna,PE,80.3
20575,Cacilie,AZ,94.16
20576,Amelia,ST,7.34
20577,Elka,FI,64.11
20578,Robinia,XZ,98.59
20579,Mellicent,VP,56.64
20580,Camile,UD,85.41
20581,Maurene,RP,34.36
20582,Dari,CE,87.69
20583,Nyssa,ON,30.88
20584,Kimmy,BR,10.83
20585,Jemie,BG,91.65
20586,Gilligan,LU,100.3
20587,Beverley,AI,28.37
20588,Alia,DV,35.76
20589,Andree,GA,36.83
20590,Mamie,GI,14.45
20591,Jemie,PC,41.37
20592,Consuela,FH,1.11
20593,Mara,DF,96
20594,Fidelia,HO,61.08
20595,Aimil,UG,35.86
20596,Aigneis,EX,79.44
20597,Damaris,SL,1.27
20598,Aubrie,XU,21.94
20599,Sam,DB,41.15
20600,Sybille,ZS,99
20601,Trudie,XZ,8.05
20602,Ayn,TL,5.14
20603,Pollyanna,FU,62.12
20604,Lonnie,HI,16.58
20605,Bernardine,VI,63.71
20606,Lusa,MM,13.25
20607,Julieta,LW,75.23
20608,Dianemarie,XX,6.53
20609,Vevay,TE,81.78
20610,Malina,HS,70.83
20611,Ernesta,OL,3.75
20612,Maud,QH,90.41
20613,Nananne,JI,48.46
20614,Lesly,KU,17.91
20615,Lauryn,XG,94.22
20616,Raf,VU,14.29
20617,Gaylene,UK,97.42
20618,Karlee,XV,67.68
20619,Harrietta,OF,24.05
20620,Donnie,LZ,84.68
20621,Kate,WE,89.87
20622,Damaris,BV,78.54
20623,Gavrielle,MW,50.92
20624,Courtnay,XL,13.5
20625,Rhoda,ZH,97.59
20626,Gaylene,EA,67.03
20627,Marcelline,SJ,64.1
20628,Lynde,SC,24.35
20629,Genovera,JX,37.81
20630,Deedee,PW,21.56
20631,Cristine,FT,7.34
20632,Feliza,VO,96.37
20633,Ruthe,JT,89.84
20634,Camile,KP,34.24
20635,Carmencita,YW,3.75
20636,Dacia,PM,1.86
20637,Georgina,HM,22.59
20638,Perry,UG,47.31
20639,Rhoda,LW,57.81
20640,Kore,IT,17.1
20641,Corly,WR,18.94
20642,Nita,UC,24.53
20643,Rosene,HD,78.25
20644,Audrie,IQ,84.56
20645,Andeee,QX,31.32
20646,Merle,ZY,48.59
20647,Neila,QS,61.4
20648,Heddie,ZT,30.37
20649,Wileen,PY,21.72
20650,Teddie,MU,17.88
20651,Cyndie,AC,73.02
20652,Harrietta,AN,11.15
20653,Kristina,UA,6.94
20654,Amelia,EZ,72.01
20655,Kaia,XR,98.32
20656,Ann-Marie,PV,87.76
20657,Deedee,QX,66.56
20658,Caryl,KW,28.99
20659,Estell,VR,44.39
20660,Ardeen,GQ,52.4
20661,Shauna,LU,77.25
20662,Livvyy,AU,49.71
20663,Rosanne,KH,43.81
20664,Marika,IX,36.91
20665,Belinda,EZ,72.94
20666,Ninnetta,AB,94.41
20667,Tami,GM,74.97
20668,Dale,WE,6.66
20669,Sidoney,OL,40.09
20670,Annora,LE,15.03
20671,Siana,JI,0.88
20672,Annabela,CU,5.68
20673,Mahalia,ZY,91.02
20674,Deirdre,AD,60
20675,Adelle,PE,14.63
20676,Mireielle,CI,87.86
20677,Gerrie,EC,39.58
20678,Berta,AI,83.57
20679,Leontine,NS,79.51
20680,Aurelie,KT,15.06
20681,Winifred,SG,26.41
20682,Nita,HO,53.35
20683,Esmeralda,DM,51.43
20684,Molli,AW,51.63
20685,Felice,WM,71.61
20686,Angela,SJ,88.39
20687,Genovera,TC,96.24
20688,Tybie,ZE,76.33
20689,Teddie,DF,90.11
20690,Kirstin,UO,72.45
20691,Konstance,QE,35.44
20692,Inga,LZ,32.07
20693,Eadie,NJ,43.4
20694,Elena,RR,63.7
20695,Sharai,VY,40.1
20696,Nerta,IM,36.99
20697,Livvyy,BM,42.28
20698,Olwen,TK,52.79
20699,Ileana,PX,2.83
20700,Tressa,NE,71.25
20701,Mireielle,HP,88.37
20702,Netty,GD,73.49
20703,Lynnea,KP,66.65
20704,Dominga,WC,40.45
20705,Ginnie,JT,40.47
20706,Alex,KO,90.36
20707,Adele,NZ,40.68
20708,Nannie,AV,2.93
20709,Jessamyn,TB,33.3
20710,Dagmar,YE,42.14
20711,Myriam,OW,35.63
20712,Belva,EG,70.62
20713,Vanessa,EA,0.98
20714,Correy,MX,3.22
20715,Katleen,WS,82.04
20716,Debee,KF,81.02
20717,Verla,BY,57.42
20718,Beth,ZG,25.7
20719,Kelly,TQ,24.16
20720,Camile,UI,93.29
20721,Isa,IT,64.68
20722,Gratia,NT,31.06
20723,Cristabel,EG,49.51
20724,Dorene,IT,76.62
20725,Florencia,GC,72.34
20726,Mariann,FY,47.87
20727,Ebonee,TT,14.11
20728,Alia,PW,14.23
20729,Eve,UM,34.3
20730,Olivette,QW,11.47
20731,Karena,LD,9.98
20732,Sheree,RZ,17.11
20733,Carmela,QV,87.09
20734,Ardeen,SL,19.93
20735,Darci,ZO,50.51
